SampleID,Anaerobe,Eukaryote,Fungi,General FAME,Gram Negative,Gram Positive,AM Fungi,Actinomycetes,Methanotroph,Protozoa
1,322.0635852602197,1143.951083519694,13942.349495679313,15639.94355946978,5300.785776094682,4240.59631200055,NaN,NaN,NaN,NaN
